Index,trx,ns,nh,nd,nc,ss,sh,sd,sc,es,eh,ed,ec,ws,wh,wd,wc
689,4,A95,Q7,QT73,A543,KT84,32,J85,KJ62,QJ763,865,K9,Q87,2,AKJT94,A642,T9
690,3,KQ87642,64,K98,Q,AJ,98752,T,96432,93,3,AQ32,AKJT87,T5,AKQJT,J7654,5
691,4,976,QJ2,8432,KJ4,AKQJ85,43,T95,75,-,AT9765,AQ6,9632,T432,K8,KJ7,AQT8
692,8,J52,KQ84,JT6,Q42,AKT7,3,AKQ974,75,Q9864,J76,3,AJ86,3,AT952,852,KT93
693,7,KQ96,AJ96,K72,54,4,T8542,QT54,A86,AJ5,Q73,AJ86,J73,T8732,K,93,KQT92
694,8,Q75,AK62,AK53,J2,A864,J97,QJ964,T,KT,T53,T87,A8754,J932,Q84,2,KQ963
695,9,82,A7,9852,KJ764,AJ74,K6432,A,A32,KQ65,Q5,KT74,QT8,T93,JT98,QJ63,95
696,6,KT43,92,32,KQJ82,AQJ52,QJ8,K865,T,-,A6543,AT974,A63,9876,KT7,QJ,9754
697,4,Q94,KJ8,J9,AT873,3,754,KQ8764,Q95,AT5,QT932,532,K6,KJ8762,A6,AT,J42
698,10,64,AT8,T7652,KQ8,KT92,KJ4,AKQ,JT5,853,76532,J4,642,AQJ7,Q9,983,A973
699,7,A952,AK4,AQ9,J52,Q7,J92,652,Q9876,KT83,T8653,3,AKT,J64,Q7,KJT874,43
700,4,JT9642,T97,K42,4,AKQ,AJ863,976,T5,853,K2,AQ853,Q83,7,Q54,JT,AKJ9762
701,6,943,AKJ742,98,QJ,K,Q986,QJ742,A64,QT872,-,AK65,9832,AJ65,T53,T3,KT75
702,2,K5,T865,QT87,J75,J8432,J4,KJ3,T94,A76,Q73,A64,AQ86,QT9,AK92,952,K32
703,6,J983,Q64,A,KT842,Q762,97,KQ632,A9,4,A32,J9875,QJ63,AKT5,KJT85,T4,75
704,2,QJT3,A53,42,Q765,982,T8642,JT9,J8,AK74,J,AQ85,A943,65,KQ97,K763,KT2
705,11,AQT97,2,KQ6,KJ92,J,AK97643,75,A65,82,QJT,AT43,T843,K6543,85,J982,Q7
706,8,AQ752,J74,5,AJ75,J8,KQ9865,AJT6,Q,T4,AT3,K8432,843,K963,2,Q97,KT962
707,5,K87,T9874,T3,J86,AQT,J3,97,AK9754,J63,KQ6,K842,Q32,9542,A52,AQJ65,T
708,9,AKQ972,54,Q732,6,T64,AQJ,K986,AT8,J83,K732,AJ5,J75,5,T986,T4,KQ9432
709,9,K,2,AQ876542,J64,AQ6532,AK963,-,KQ,J974,J4,T,AT9752,T8,QT875,KJ93,83
710,1,64,J743,AQT753,7,5,K86,98642,JT96,AJT9732,T95,-,AK8,KQ8,AQ2,KJ,Q5432
711,10,A9763,AT954,A,K8,J4,K832,KQ654,JT,K52,Q,J982,Q9762,QT8,J76,T73,A543
712,9,AK983,43,AQ6,KQ8,-,KQJ75,9872,AT75,QJ76,AT62,43,963,T542,98,KJT5,J42
713,7,K53,T832,AT,QT87,T76,AK54,875,AKJ,J84,J976,Q92,543,AQ92,Q,KJ643,962
714,6,8753,2,AQ7,QT653,KQT4,J964,K64,K7,J6,AKQ875,T9,AJ2,A92,T3,J8532,984
715,7,K76,Q32,AJT3,KT3,QJT43,T864,5,Q97,A982,K,K74,A8642,5,AJ975,Q9862,J5
716,6,KQ86,J7,A9876,43,J54,KT864,4,KT82,AT7,A9532,JT5,J5,932,Q,KQ32,AQ976
717,6,96,87653,T43,K72,AKQJ,Q4,98765,Q3,85432,AKJ,AJ2,AT,T7,T92,KQ,J98654
718,2,KT763,93,JT64,Q3,J2,A8652,82,9764,AQ4,T7,A9753,KJ2,985,KQJ4,KQ,AT85
719,9,76,J875,9832,KQT,KQT5,Q,AQT5,A864,A32,64,764,J9732,J984,AKT932,KJ,5
720,6,86,K5,QT8753,QJ4,AKQ52,T3,AK,KT72,T43,984,942,9853,J97,AQJ762,J6,A6
721,1,KQJ852,AQ63,J53,-,3,JT97542,K,T842,T976,K8,982,QJ96,A4,-,AQT764,AK753
722,10,94,A8532,KJT6,87,KQ5,QJT74,A32,A3,T8763,96,Q95,J64,AJ2,K,874,KQT952
723,10,Q98,AKJ2,Q96,K64,A652,Q74,7,AQ983,JT7,9865,AK52,J7,K43,T3,JT843,T52
724,2,765,65,AQJ72,542,4,T9873,K9,KJT97,AKJT9,A,T53,AQ83,Q832,KQJ42,864,6
725,6,96,KQT73,A98,A43,T,AJ9865,KJ54,KJ,754,42,Q732,Q986,AKQJ832,-,T6,T752
726,4,T54,K654,K,AJ965,J82,A93,T32,KQT3,AQ9,J872,AQJ8,84,K763,QT,97654,72
727,4,KQJ7,KQ3,Q32,Q73,T96,987,974,A852,A8543,6,AKJT5,T4,2,AJT542,86,KJ96
728,6,-,Q942,T32,KQ8762,K97543,AJ76,8,A9,T862,5,AK96,T543,AQJ,KT83,QJ754,J
729,5,KQ75,K932,AJ94,9,42,J74,6532,AT62,AT9863,Q65,KT8,8,J,AT8,Q7,KQJ7543
730,8,J9543,T972,AK3,2,K7,AK6,Q9742,QT6,T62,J85,JT6,AK75,AQ8,Q43,85,J9843
731,4,T2,J5,JT94,KQJ84,QJ75,764,A653,72,86,K832,K7,A9653,AK943,AQT9,Q82,T
732,6,J984,JT9,AQ73,K5,Q7,7632,K85,A863,AK53,54,942,T972,T62,AKQ8,JT6,QJ4
733,6,A9854,A862,T7,KQ,KJT,KT53,9862,J7,6,J74,AK43,T6543,Q732,Q9,QJ5,A982
734,6,7,T86,AQ962,AQ85,KJT95,9743,JT,64,A842,AJ52,74,K32,Q63,KQ,K853,JT97
735,10,A8,KJ8,KQT875,54,K976,64,6,AKT972,32,AQ975,AJ2,Q86,QJT54,T32,943,J3
736,5,AK98,5,T984,QJ74,J72,AT9,753,KT85,Q6543,QJ74,A6,32,T,K8632,KQJ2,A96
737,3,632,9,963,KQJ987,QT7,852,AQ52,654,K94,KJT743,T74,2,AJ85,AQ6,KJ8,AT3
738,7,Q42,Q,AKQJ8,9532,T65,AKT7,43,QT64,KJ9,J9652,752,AJ,A873,843,T96,K87
739,4,QT97,K8,9,K97432,J64,A976,QT732,5,8,QJ5432,AJ5,QJ6,AK532,T,K864,AT8
740,5,KT,A4,A863,KQT93,984,Q985,K9754,6,Q7632,JT63,2,A54,AJ5,K72,QJT,J872
741,5,KQ,83,97,QJT7652,J962,KQT2,Q832,3,A873,J6,KT4,AK94,T54,A9754,AJ65,8
742,2,T864,Q952,T74,75,A972,J73,A5,J832,J3,AKT86,KJ,KT96,KQ5,4,Q98632,AQ4
743,8,KT2,AKQJ8,95,AJ6,J,975432,QT7,832,74,T6,K8432,KQ54,AQ98653,-,AJ6,T97
744,2,KT2,Q942,J832,J6,AQ84,KJ86,4,7543,76,AT5,K95,AKQ92,J953,73,AQT76,T8
745,9,AQ,A9642,QT2,752,84,KJT3,AKJ96,JT,KT653,-,8754,K863,J972,Q875,3,AQ94
746,4,J7,952,KJ965,J76,64,AJ86,T2,AKT85,KQ8532,KQ74,Q83,-,AT9,T3,A74,Q9432
747,6,873,A63,QJ852,75,AJ964,T,T7,AQT94,T5,KQ82,K3,KJ832,KQ2,J9754,A964,6
748,1,943,96542,K432,7,A752,JT,9765,T82,KJ6,AK87,AQ,A654,QT8,Q3,JT8,KQJ93
749,6,KQ74,AKJ93,43,Q4,A8,8,J862,T98632,J95,QT64,KT95,AK,T632,752,AQ7,J75
750,3,Q53,42,J9842,T98,J4,QJ9763,Q6,A73,T762,KT,KT7,KQ65,AK98,A85,A53,J42
751,4,982,K97,QJ983,J7,4,Q4,AT642,KQ942,QJT76,J82,5,T863,AK53,AT653,K7,A5
752,4,KT93,KT87,92,J52,J6,J932,JT4,AK64,A875,-,AKQ65,QT73,Q42,AQ654,873,98
753,5,K83,AQJ32,54,JT4,J65,8765,9,AQ873,T9742,K4,KJ62,52,AQ,T9,AQT873,K96
754,8,KT974,AQT72,7,T5,Q83,9643,AT86,AJ,2,J85,KQ954,Q986,AJ65,K,J32,K7432
755,12,AQ54,32,K9743,T7,3,AQJ94,A8,AQJ93,KT862,K,Q2,K6542,J97,T8765,JT65,8
756,4,Q7,KJ32,AJ5,KQT5,T6,T974,9643,J87,AJ843,86,KQ82,A3,K952,AQ5,T7,9642
757,6,QJ9543,AKT6,52,Q,8,Q8,KQJ84,96432,T7,97543,963,T75,AK62,J2,AT7,AKJ8
758,10,AQ63,KQ93,J93,75,T84,J7,AK82,AJ32,K5,A82,T754,T864,J972,T654,Q6,KQ9
759,7,95,A53,KJT32,876,AQJ3,JT,A8,J9542,K874,K742,Q5,AQT,T62,Q986,9764,K3
760,5,A82,A,JT874,J842,QT743,T97,K65,K7,K9,K86432,AQ93,A,J65,QJ5,2,QT9653
761,3,9652,KQ9872,J,76,J87,AT5,K9643,J4,AQT4,-,Q872,AKQT9,K3,J643,AT5,8532
762,1,J5,K742,98653,83,83,T8653,KT4,K64,AQ742,A,AQJ7,J92,KT96,QJ9,2,AQT75
763,3,8764,J985,Q4,J93,95,AQT632,T,A642,AQJ32,K,98753,Q7,KT,74,AKJ62,KT85
764,7,KJ2,T97,J743,T64,A84,KJ432,K2,A73,9653,Q5,T,KJ9852,QT7,A86,AQ9865,Q
765,0,AK8762,J7,T32,T4,J543,Q5,K85,9653,-,AKT9843,A,KQJ87,QT9,62,QJ9764,A2
766,8,KJ4,K543,963,J75,93,A6,KQT872,AK2,AT,9872,AJ54,T84,Q87652,QJT,-,Q963
767,5,63,A6,KQ632,J863,KJ92,Q98,T85,QT4,AT854,K753,4,952,Q7,JT42,AJ97,AK7
768,7,754,6432,973,AJ2,96,JT98,AKJ865,6,832,KQ75,Q4,KT74,AKQJT,A,T2,Q9853
769,6,J863,763,A865,JT,KQ95,K95,KJ,Q654,T742,JT2,QT3,832,A,AQ84,9742,AK97
770,6,AQ62,96,T86,AJT2,K954,A843,3,9843,J7,KQJT5,AKJ5,K6,T83,72,Q9742,Q75
771,4,AKJ976,Q42,T,653,85,AKJ96,5,JT972,T4,T83,A98432,Q8,Q32,75,KQJ76,AK4
772,11,KQ,KT54,KQ9,A732,AJ8,J8,A8532,K96,T642,A962,764,T4,9753,Q73,JT,QJ85
773,6,8542,QJ9,T97,AKQ,KT96,76,K8642,65,QJ,T432,AJ53,JT4,A73,AK85,Q,98732
774,5,AQ62,62,K754,QJ2,J74,AT54,QT983,9,9,9873,AJ2,T8653,KT853,KQJ,6,AK74
775,6,Q98,J5,AQT82,KQ8,AK4,KT,KJ63,6432,62,AQ9762,954,J5,JT753,843,7,AT97
776,2,KQ542,3,952,JT62,AJ63,K864,AKT3,4,T9,AQ952,Q876,85,87,JT7,J4,AKQ973
777,7,KJ742,AK,4,J9753,AT95,3,J7,AKQ642,Q6,J8762,KT98,T8,83,QT954,AQ6532,-
778,3,A98,J,AKJ94,T754,QJT73,7543,T53,9,K652,A96,76,QJ86,4,KQT82,Q82,AK32
779,3,J965,KT,KQT94,T9,-,9543,J62,AJ8742,KT743,J,A753,KQ5,AQ82,AQ8762,8,63
780,5,Q62,5,QJ5,KQJ962,AKT743,T43,73,T8,85,AKQ2,AT98,743,J9,J9876,K642,A5
781,7,853,2,AT85,AJ986,A9,AQJ64,Q62,T75,KJT72,K53,J94,K4,Q64,T987,K73,Q32
782,8,2,A976,653,AK843,QJ84,K853,KQT8,7,97653,QT2,J9,J65,AKT,J4,A742,QT92
783,11,AT9,64,T765,AJ85,K3,KJT5,AK83,KT6,Q87654,32,-,Q9432,J2,AQ987,QJ942,7
784,6,QJ93,5,AJ873,K86,A6542,JT,Q9,A932,KT7,Q98743,T5,J5,8,AK62,K642,QT74
785,8,K97642,97,43,KQ4,QJ8,K6,A752,A972,T3,QT854,JT9,J85,A5,AJ32,KQ86,T63
786,4,K764,53,J6,J8543,Q852,KQT9,5,AQ92,AT9,A642,T982,T7,J3,J87,AKQ743,K6
787,6,863,J62,AK32,986,AJT,K8753,T96,K3,KQ9754,4,QJ8,JT7,2,AQT9,754,AQ542
788,10,A8,T8,AKT975,J53,974,AK,842,AT974,QT62,Q7654,Q3,Q6,KJ53,J932,J6,K82
789,10,K76,Q953,AQJ97,8,AJ32,J,2,AQJT975,QT984,A42,53,632,5,KT876,KT864,K4
790,9,K8,Q,AKQJ654,A82,T965,A643,32,Q75,QJ432,KJ98,-,KJ96,A7,T752,T987,T43
791,1,T98,943,643,K643,J75,J62,KQ875,T2,KQ63,AK,JT2,AJ97,A42,QT875,A9,Q85
792,7,J654,642,Q9,AK96,A987,AK5,A754,54,K3,T987,JT86,T32,QT2,QJ3,K32,QJ87
793,6,75,Q93,KJ7,AQT85,JT3,KJT52,T852,2,KQ42,8,963,KJ976,A986,A764,AQ4,43
794,7,8,KJ8743,862,AQ5,AQJ65,-,AT953,T92,432,Q9,KJ74,J863,KT97,AT652,Q,K74
795,0,75,J9743,J954,K5,KJT432,-,AKT73,T3,AQ86,QT652,62,92,9,AK8,Q8,AQJ8764
796,3,J82,K864,986,864,T965,AJ9,AT4,JT7,KQ3,QT7,K7,AK953,A74,532,QJ532,Q2
797,9,A32,Q9864,9,T876,K,AKJ,AJT54,K543,QJT7,53,Q873,QJ2,98654,T72,K62,A9
798,7,AT,AQT2,875,T762,K97642,76,T3,AQ4,QJ85,K93,AJ6,953,3,J854,KQ942,KJ8
799,11,K92,Q94,K963,AQ6,Q,AT872,AQJ85,97,JT43,J653,7,K842,A8765,K,T42,JT53
800,7,J8,J6543,A852,62,K72,AKQ,QT9,QJ84,AQT93,72,J7,AK73,654,T98,K643,T95
801,3,965432,AQ84,9,A9,KQ8,J93,64,KJ732,JT7,KT76,Q,T8654,A,52,AKJT87532,Q
802,5,KT92,8,A75432,J8,85,J72,JT96,AK96,J6,AKT54,Q8,QT73,AQ743,Q963,K,542
803,5,-,JT954,JT76,T864,AK9842,Q3,2,AQ53,QT63,A76,AQ54,J7,J75,K82,K983,K92
804,4,853,A63,J854,AQJ,64,K9874,92,T984,AQJT9,J5,T76,K62,K72,QT2,AKQ3,753
805,4,J8,QJ74,94,Q7432,AQT76432,A6,T8,5,9,T832,KQJ7632,A,K5,K95,A5,KJT986
806,5,A9862,AK75,K9,Q9,74,Q93,JT865,T82,JT3,T,AQ32,KJ765,KQ5,J8642,74,A43
807,1,Q7,63,JT86,QJT52,98432,QJT942,7,4,AKJ65,AK,A532,A3,T,875,KQ94,K9876
808,6,63,KJ84,AT75,762,A972,Q96,83,AJ43,QT54,A3,J64,KT98,KJ8,T752,KQ92,Q5
809,9,K9,AQJT8,AJ74,Q3,J42,5,KT983,A875,AT863,K963,Q6,T4,Q75,742,52,KJ962
810,7,K72,Q3,KT976,865,J6,K754,A3,A7432,QT543,AJ8,8542,Q,A98,T962,QJ,KJT9
811,7,-,AKJT82,983,KJT7,J642,954,AJ6,Q83,K975,Q6,K542,A42,AQT83,73,QT7,965
812,9,652,A5,AQT,AQ983,KJ,K76,K9752,J75,T973,JT9843,43,T,AQ84,Q2,J86,K642
813,6,AQ543,J53,A,AK84,T8,K986,J97642,5,J72,AQ2,KQ8,T962,K96,T74,T53,QJ73
814,6,J62,AQ83,A53,T93,K8,KT95,T2,QJ864,AT93,J,KJ87,AK52,Q754,7642,Q964,7
815,4,754,J97,K5,KQ983,JT92,K64,A864,T5,A83,8532,QJ9,A76,KQ6,AQT,T732,J42
816,7,K984,KQ52,43,A52,3,AJ873,QJ85,KJ4,JT72,T96,AKT9,T8,AQ65,4,762,Q9763
817,10,873,Q54,A8542,76,A,AK32,KQJ,JT843,KQ9,T87,76,AK952,JT6542,J96,T93,Q
818,4,AQJ,K84,64,AT972,9754,75,Q875,QJ5,KT63,JT9,J92,643,82,AQ632,AKT3,K8
819,8,KQJ84,K7,A85,K94,AT62,Q98,QJ96,Q3,73,JT53,T72,AT82,95,A642,K43,J765
820,7,J,KQ3,7652,Q7654,KQ83,T742,9,AKJ3,A952,J65,KQT4,98,T764,A98,AJ83,T2
821,7,K8,K76,KQJ6,T532,QT7,J983,94,KJ96,9652,Q42,852,874,AJ43,AT5,AT73,AQ
822,4,9875,AT5,J972,J4,K32,Q863,AKT3,83,AQ64,KJ2,-,KQT962,JT,974,Q8654,A75
823,6,QT87,T954,AK,K54,KJ9632,Q73,T92,Q,A54,J8,QJ53,AJ87,-,AK62,8764,T9632
824,5,QJ2,65,Q5,AKT873,AK5,J94,J9842,65,9643,AQ832,76,92,T87,KT7,AKT3,QJ4
825,5,K,975,T542,JT932,AQ63,T8,QJ9,K764,54,KQJ32,AK763,A,JT9872,A64,8,Q85
826,6,A94,Q83,876,QT64,2,AKJ64,KT954,32,JT85,T2,J3,KJ987,KQ763,975,AQ2,A5
827,9,KT85,KQJ,KQ63,T9,AQ43,T82,7,AJ752,92,9543,AJT952,6,J76,A76,84,KQ843
828,5,KQ9874,2,J7,KT98,532,KQT74,K2,Q52,6,AJ8653,T984,J6,AJT,9,AQ653,A743
829,7,K,652,A7643,QT96,AQJ73,73,QJ8,K52,T62,KQJ8,2,AJ843,9854,AT94,KT95,7
830,9,Q4,AKQT85,74,T64,K982,J943,AQ,Q97,T753,72,T98532,A,AJ6,6,KJ6,KJ8532
831,6,KQT97,K,T7653,A6,AJ,T98752,-,KQ875,2,AQ43,KQ942,T92,86543,J6,AJ8,J43
832,7,K76,8763,953,Q82,A43,42,AKQ874,J4,982,AKQ9,T,AKT76,QJT5,JT5,J62,953
833,8,K74,K6,8,AKQJT87,Q863,T4,KQJ753,5,A5,AQJ852,964,92,JT92,973,AT2,643
834,4,JT3,64,AKQ96,Q64,9865,2,JT82,AJ92,A,AKQ7,754,KT873,KQ742,JT9853,3,5
835,5,QJ53,JT92,82,Q82,AT62,K764,AQ,964,K974,85,9753,T53,8,AQ3,KJT64,AKJ7
836,7,Q85,8643,2,AK964,AK,J5,AKJ875,QT2,JT9762,AKT972,-,3,43,Q,QT9643,J875
837,5,82,943,AKJ3,AQ82,QT94,T75,T954,T4,63,AK2,Q762,K965,AKJ75,QJ86,8,J73
838,0,T98,643,Q94,T986,42,8,KT876,QJ742,KQJ,AJT752,A2,K3,A7653,KQ9,J53,A5
839,6,KQ93,K864,432,JT,8754,A75,-,KQ9765,JT6,J2,AKQT7,A82,A2,QT93,J9865,43
840,8,AQ95,AJ4,KJ2,532,74,KT5,963,KJT87,JT8632,98,Q4,AQ9,K,Q7632,AT875,64
841,10,AQ2,KJ964,Q9,A86,J93,A32,A42,T732,K874,QT75,KJ7,KQ,T65,8,T8653,J954
842,5,9,JT3,AKJT74,J62,QT52,AQ74,3,T854,KJ43,K8,982,A973,A876,9652,Q65,KQ
843,5,J3,A965,K5,AJ873,KQ62,T82,JT3,542,84,KQJ74,AQ98,QT,AT975,3,7642,K96
844,5,9642,K85,65,K754,KT,J743,AJ72,AT3,AQJ,QT62,K983,J9,8753,A9,QT4,Q862
845,5,97,AJT853,T762,2,QT2,Q4,AKJ54,K74,KJ8543,K2,9,AQJ5,A6,976,Q83,T9863
846,6,96,T98763,A987,K,A54,KJ,KQ2,J8753,T873,Q54,T43,AQ9,KQJ2,A2,J65,T642
847,2,9743,AJ7,T98,J43,AQJ52,QT42,752,2,K,9865,AKQJ3,AQ8,T86,K3,64,KT9765
848,5,KT9765,K2,KJ6,Q9,-,A543,T5,K876543,QJ32,JT97,AQ742,-,A84,Q86,983,AJT2
849,6,762,AKJT32,T2,QT,QJ54,Q976,J7,A76,AK93,84,AKQ5,942,T8,5,98643,KJ853
850,8,KQ,AKQ75,JT8,KT9,JT,J863,Q9,A6532,98752,94,K7432,8,A643,T2,A65,QJ74
851,3,53,J876,T6542,T6,J9762,AT,QJ7,K53,AK8,9432,K8,AJ92,QT4,KQ5,A93,Q874
852,2,Q872,-,Q873,JT973,JT54,Q,AJ9542,Q8,A6,K9876,KT6,AK4,K93,AJT5432,-,652
853,4,QJT976,A,AQ952,K,K432,9865,K,T865,A5,T74,T863,QJ92,8,KQJ32,J74,A743
854,8,K64,Q765,863,A72,72,J82,AKQJ5,K54,AJT853,AT93,4,86,Q9,K4,T972,QJT93
855,2,2,54,T8752,KQJ86,AQJ98653,6,Q,753,KT,QT982,AK94,A4,74,AKJ73,J63,T92
856,8,AK42,AQ63,943,98,QJ6,K85,K65,J654,873,T7,QJT8,AT32,T95,J942,A72,KQ7
857,2,5,AQ,Q965432,754,6,J974,KJT7,AT83,AQ87,T652,8,QJ96,KJT9432,K83,A,K2
858,6,J76,542,AT642,A2,AK2,QJT3,Q753,T8,53,A876,J9,KQ963,QT984,K9,K8,J754
859,5,-,87,KQ42,AQJT987,KT9752,K32,JT8,6,A64,A964,A653,54,QJ83,QJT5,97,K32
860,5,AKQ9,AT963,T92,5,J63,84,7654,QJ84,874,K75,Q8,T9632,T52,QJ2,AKJ3,AK7
861,9,K7,A9,AQ984,KJ95,AJ864,Q4,762,863,T32,KT32,JT,QT72,Q95,J8765,K53,A4
862,2,KQ9542,Q74,T,865,J876,T953,AQJ8,9,A,J86,K96432,742,T3,AK2,75,AKQJT3
863,6,JT,JT9,K74,K8764,A763,AK63,J8,QT9,K852,Q842,Q5,A32,Q94,75,AT9632,J5
864,8,Q,K73,Q863,AKQT6,AK8,42,KJT975,43,652,QJ95,A4,J972,JT9743,AT86,2,85
865,7,8,32,AQT872,AQ72,QJ2,AJ6,94,86543,T9543,Q985,KJ5,K,AK76,KT74,63,JT9
866,2,T853,QJ9762,2,Q5,AQJ92,85,AQ7,842,7,A,KJ8653,KJ976,K64,KT43,T94,AT3
867,7,-,A98,AK942,J8763,J9764,KJ,QT653,K,KQ85,Q52,7,AQT54,AT32,T7643,J8,92
868,8,7,AJ952,T85,A652,AK96,K8,K974,QT4,T432,T76,Q632,93,QJ85,Q43,AJ,KJ87
869,7,4,K832,Q98,AK843,QJ876,7,AT4,J652,AT953,AJ94,J72,9,K2,QT65,K653,QT7
870,5,QT6,AKQ4,K,KQJ64,93,T953,JT42,752,AJ8754,872,AQ,A3,K2,J6,987653,T98
871,7,KJ8,K652,Q952,K5,AT63,98,A86,T982,95,QJ743,7,AJ743,Q742,AT,KJT43,Q6
872,5,732,AQ3,AK865,76,8,K94,97,Q985432,KJT5,762,J432,KT,AQ964,JT85,QT,AJ
873,5,Q9,T2,A965,KJ842,K4,J876543,KJ2,A,86,AK9,QT743,T76,AJT7532,Q,8,Q953
874,5,963,K7,KT732,Q73,854,AQJ2,A64,T85,KQJ,643,QJ95,K96,AT72,T985,8,AJ42
875,2,KJ86,Q53,72,K842,954,97,QJ943,QT5,32,T62,T86,AJ963,AQT7,AKJ84,AK5,7
876,2,7,AKQJ765,932,K4,T94,T932,AT76,95,862,84,KQ54,Q872,AKQJ53,-,J8,AJT63
877,8,KT9,KQJT,J4,AT54,AQ5,653,K752,862,8632,A2,AQ6,J973,J74,9874,T983,KQ
878,5,AQ4,AT5,KT64,T63,97,642,Q2,K98752,86532,983,9753,A,KJT,KQJ7,AJ8,QJ4
879,6,J8,98,AT85,87632,K542,AKQ52,K64,J,Q97,J6,J732,KQ54,AT63,T743,Q9,AT9
880,7,KT9,K75,75,QJT72,AJ86,Q42,J96,A65,75,AJ93,KQT32,98,Q432,T86,A84,K43
881,1,T5,Q85,J9853,A83,64,763,KQ742,642,K93,AKT2,-,KQJT97,AQJ872,J94,AT6,5
882,5,KT4,432,QJ63,J75,A9865,J,T72,AK92,J,AKT986,94,8643,Q732,Q75,AK85,QT
883,5,AKT,J6,T763,KT64,J753,KQ,854,QJ87,842,AT874,AQJ,95,Q96,9532,K92,A32
884,4,AJT2,Q8753,9,K84,93,T4,T8742,QJT2,K7654,KJ2,A6,765,Q8,A96,KQJ53,A93
885,6,94,Q54,KT987,K32,Q865,-,6542,AJT76,KT72,AKT92,QJ3,Q,AJ3,J8763,A,9854
886,7,K986,AKQ72,863,5,3,T95,K52,KQJ874,AQJ74,64,QJ9,962,T52,J83,AT74,AT3
887,9,J72,AKQ84,AJT,A9,98543,6,K2,QJT65,AQT6,J72,8643,42,K,T953,Q975,K873
888,8,AJ2,AKQ96,95,Q97,T9753,-,QT832,A86,KQ864,J8,74,JT52,-,T75432,AKJ6,K43
889,5,97,AJT853,T762,2,QT2,Q4,AKJ54,K74,KJ8543,K2,9,AQJ5,A6,976,Q83,T9863
890,6,K95,AKQ74,A8,KQ6,T7642,T62,97,T73,AJ3,J95,63,J8542,Q8,83,KQJT542,A9
891,4,-,KQ2,97632,T8764,A9,A7543,5,KQJ52,KQ643,T986,K8,93,JT8752,J,AQJT4,A
892,0,52,K852,T962,QT6,T863,64,74,98742,QJ7,QT93,QJ3,AK3,AK94,AJ7,AK85,J5
893,1,932,9654,T54,K98,KQT875,T832,KQ6,-,A,AQ,AJ982,QJ762,J64,KJ7,73,AT543
894,9,KQ6,AKT852,A95,6,JT987,3,Q63,K984,A,QJ76,K874,AQ53,5432,94,JT2,JT72
895,12,AQJ93,Q7,975,KT5,T4,AJ5,KJT6,A842,K5,K432,432,Q763,8762,T986,AQ8,J9
896,9,T4,AQ84,J96,T963,QJ9,KJT9,A42,AKJ,87653,653,QT3,85,AK2,72,K875,Q742
897,5,AQ972,A85,T987,6,854,QT93,KQ53,J9,KT6,KJ42,A6,A742,J3,76,J42,KQT853
898,8,A96,Q85,AT,KJ932,Q2,74,K864,AQT76,JT73,AT32,975,54,K854,KJ96,QJ32,8
899,4,K6,AQ9843,8652,6,JT8,J6,AJT97,JT4,A75,KT7,Q4,KQ953,Q9432,52,K3,A872
900,8,42,84,QT86,J9632,J7653,AK9,AK7,AK,A98,J76532,-,QT84,KQT,QT,J95432,75
901,5,872,Q96,A8732,K6,T653,AT,KT,Q9874,A9,K8752,QJ,JT52,KQJ4,J43,9654,A3
902,7,7,KQ742,Q985,T93,KQJ852,J9,AKJ,K7,64,A63,T7632,854,AT93,T85,4,AQJ62
903,5,98432,J,QJ,QJ965,KT5,T8,AKT74,T82,QJ6,K9543,986,K4,A7,AQ762,532,A73
904,10,AK92,AKT4,Q3,987,QJT,QJ95,AT95,AT,74,82,KJ874,QJ63,8653,763,62,K542
905,8,KT642,KT874,J5,3,Q,A5,KQ863,AK652,753,96,AT72,JT84,AJ98,QJ32,94,Q97
906,3,J5,Q85,62,QJT832,QT984,AT9762,AT,-,K3,4,QJ9874,AK97,A762,KJ3,K53,654
907,5,6,6432,543,J7653,AJ972,AQ,KQT9,K2,T83,K987,AJ7,T84,KQ54,JT5,862,AQ9
908,8,8654,AJ54,J5,KJ5,J73,Q32,AKT94,A2,QT9,K76,Q762,876,AK2,T98,83,QT943
909,4,T62,76,KQ9,A7653,954,AJ9543,32,Q8,QJ87,T,JT5,KT942,AK3,KQ82,A8764,J
910,3,7642,K874,97,Q42,AJ93,96,Q86,A953,KQ,JT53,K5,JT876,T85,AQ2,AJT432,K
911,3,JT9,Q52,97642,75,A653,KJ863,Q5,K2,8,AT74,KJ3,AQ964,KQ742,9,AT8,JT83
912,8,84,3,JT3,KJ98542,AK765,AK2,AQ42,Q,J9,J654,K87,AT76,QT32,QT987,965,3
913,10,AK9,KT942,A7,Q86,T62,AQ6,KT93,J72,J853,J875,42,K54,Q74,3,QJ865,AT93
914,8,K9852,K963,AK,96,AJT6,JT42,T9,A54,Q74,5,Q8764,KQ83,3,AQ87,J532,JT72
915,11,KT73,KQJ,76,KT93,AQJ42,63,KJT95,A,986,AT9852,A8,Q4,5,74,Q432,J87652
916,3,92,62,KQJT8,J754,KT74,JT73,9762,K,AQ85,AKQ9,4,AQT3,J63,854,A53,9862
917,5,Q875,J2,Q75,AKQ3,AKJT,985,J964,J7,9,AQT643,AT3,862,6432,K7,K82,T954
918,9,62,AJ3,T84,KJT74,KQJT5,KQ9,KQ65,5,98743,T85,73,Q63,A,7642,AJ92,A982
