Index,trx,ns,nh,nd,nc,ss,sh,sd,sc,es,eh,ed,ec,ws,wh,wd,wc
688,12,732,5,AT,AJT9862,AKQJT95,K832,-,K3,64,76,QJ98753,54,8,AQJT94,K642,Q7
689,1,T8742,T83,92,942,KJ95,K94,A764,J5,Q,A62,QJ3,KQT863,A63,QJ75,KT85,A7
690,5,AT5,52,KJ54,KJT6,8643,KQ86,972,93,KQ92,T4,A86,Q872,J7,AJ973,QT3,A54
691,3,J97,AK9,J65,AJT7,QT632,6532,73,53,AK54,QT87,Q,Q984,8,J4,AKT9842,K62
692,4,96,T742,JT,AT764,QJ82,Q,A98654,K8,AK743,AK5,K73,Q5,T5,J9863,Q2,J932
693,7,K76,K6,KQ754,K92,AT54,72,JT,JT864,J98,AQJ93,A86,AQ,Q32,T854,932,753
694,1,KT9,J863,J9,KJ85,84,Q7,6532,QT964,Q732,AKT952,7,A2,AJ65,4,AKQT84,73
695,10,KJ94,32,872,AKQ6,AQ62,KQ64,AK6,75,75,A97,JT94,JT32,T83,JT85,Q53,984
696,3,Q54,AT4,53,AT853,J7,QJ93,92,QJ962,A62,52,AKJ864,K7,KT983,K876,QT7,4
697,4,AT865,Q8762,Q43,-,KQ72,AJ,J976,Q92,J4,T,A82,AKJT753,93,K9543,KT5,864
698,2,T85,T,Q9642,A753,J762,Q984,3,Q984,KQ43,AJ7652,KT,T,A9,K3,AJ875,KJ62
699,6,AJ75,Q8542,A72,8,Q642,T,KQ3,QT932,T3,K73,J5,AJ7654,K98,AJ96,T9864,K
700,9,KT86,Q73,Q865,Q4,Q73,KT,KJT43,AK9,J4,J842,97,86532,A952,A965,A2,JT7
701,6,AQ8,AQT5,AJ63,J2,J9654,7642,T2,KQ,T3,83,Q98754,943,K72,KJ9,K,AT8765
702,10,K8,AKT2,AKQ943,K,QJ764,J86,6,QT54,T3,Q754,T872,862,A952,93,J5,AJ973
703,7,AQ,T9763,A32,AJ4,965,K8,KT76,T872,KT872,A5,Q94,K93,J43,QJ42,J85,Q65
704,3,J,A87643,4,AKQ42,T9764,K,75,J8753,A,QJT2,AJT9832,T,KQ8532,95,KQ6,96
705,4,T64,7653,J7,K532,Q987,QT,AK94,987,AK52,KJ2,QT6,A64,J3,A984,8532,QJT
706,6,KQ6,K72,AT,97632,AJT2,6,KJ87,JT84,9743,J954,Q32,AQ,85,AQT83,9654,K5
707,5,A,QT72,T32,AQJ76,KQJT8542,98,Q6,8,9763,AK654,K98,K,-,J3,AJ754,T95432
708,8,Q,A763,AQJ9543,J,KT862,KQJT8,6,A7,754,954,82,86542,AJ93,2,KT7,KQT93
709,6,72,KJT6,AT8,Q842,A3,872,QJ54,K965,KQJ9,AQ9,732,T73,T8654,543,K96,AJ
710,5,A8765,Q4,763,JT3,QT42,87,QJ9,K862,K3,AK,AK852,AQ75,J9,JT96532,T4,94
711,5,T8764,A8,5,T9643,AK52,Q62,QJT74,A,-,KT3,K9632,QJ875,QJ93,J9754,A8,K2
712,9,A5,KT9872,KQ7,A4,KT986,-,AJT642,72,Q4,QJ53,-,KQT9865,J732,A64,9853,J3
713,5,953,42,K7,QT9754,742,KT65,A942,A6,AKT8,AQJ98,J65,J,QJ6,73,QT83,K832
714,4,75,KQJ5,8763,943,AKJT2,82,42,T876,86,AT9743,KJ,KJ5,Q943,6,AQT95,AQ2
715,1,KQT54,K4,8,97532,J982,QJ865,92,T6,A73,3,T654,AKQ84,6,AT972,AKQJ73,J
716,4,A632,QT5,T76,753,J984,J742,K83,KT,K75,A96,92,98642,QT,K83,AQJ54,AQJ
717,2,QT843,863,Q98,75,7,A942,K763,T832,AK965,T5,42,QJ64,J2,KQJ7,AJT5,AK9
718,2,T854,7,QJT92,KQT,Q632,T83,A64,752,KJ,KJ954,K873,83,A97,AQ62,5,AJ964
719,6,AT8,AJ,AJ73,AQ43,9653,Q9853,62,95,KQ7,KT72,KT4,KJT,J42,64,Q985,8762
720,7,KT52,A4,932,KQ84,J,QJ987,QJT75,J5,AQ963,KT32,86,T6,874,65,AK4,A9732
721,2,54,AJ,QJT832,Q87,AT72,Q832,765,T3,K8,T9764,AK9,K42,QJ963,K5,4,AJ965
722,11,AT9,QJ3,K97,J752,K8,AKT,QT53,KQT4,QJ432,9876,A2,86,765,542,J864,A93
723,10,82,962,K853,AT62,AQ65,AKQJ,QJ972,-,T743,874,AT4,985,KJ9,T53,6,KQJ743
724,7,T,AKJ6,K85,QJT54,A976,T83,9762,A3,KJ5432,9742,43,2,Q8,Q5,AQJT,K9876
725,2,AJT832,T4,4,A987,Q54,Q8,K962,6543,K6,AKJ73,AJ73,J2,97,9652,QT85,KQT
726,1,T85,J62,KJ76,J94,76,9853,AT952,K7,J4,KQT74,Q83,QT6,AKQ932,A,4,A8532
727,5,83,KQ97,AJ9,A752,Q6,J8,T8752,J986,J9752,A654,K,T43,AKT4,T32,Q643,KQ
728,5,T52,J9,KJ987,732,KQ,T65,AQT4,QJ84,A984,KQ3,653,A96,J763,A8742,2,KT5
729,6,KQT,QT94,AT32,65,543,AJ5,965,J873,A976,32,KJ84,AK9,J82,K876,Q7,QT42
730,6,AKQ5,J2,AT82,QT4,T872,653,63,AJ96,96,AKT74,J74,K73,J43,Q98,KQ95,852
731,4,J943,86,T92,J753,Q52,AQJ73,Q5,KQ2,AK6,KT94,AJ83,86,T87,52,K764,AT94
732,6,9,QJ6,Q72,AKQ632,KQ764,AK4,83,T85,T532,9753,95,J97,AJ8,T82,AKJT64,4
733,3,974,J984,AQJ8,Q2,QJ86,73,9542,J97,T,AKT2,K63,KT853,AK532,Q65,T7,A64
734,2,98,J98632,32,A54,KQJ7,Q74,974,982,T5432,T5,KJ85,KJ,A6,AK,AQT6,QT763
735,6,A6,A42,9832,KJ98,JT73,63,AJ654,T6,Q842,KT975,QT,A7,K95,QJ8,K7,Q5432
736,7,AK74,AT9,AK95,62,Q953,QJ74,864,T4,T,6532,QJ,AJ9873,J862,K8,T732,KQ5
737,4,AQ6,KT,KJT95,KQ3,T8532,94,64,8754,K9,J653,A832,AJ2,J74,AQ872,Q7,T96
738,7,AK,953,J74,QJT63,T2,J64,AKQ63,872,Q973,KQT7,982,54,J8654,A82,T5,AK9
739,3,962,AKQ94,J3,J98,Q753,J632,T84,Q5,J84,75,62,AKT432,AKT,T8,AKQ975,76
740,5,8,AKQ64,75,AQ642,965,3,AT98642,53,T42,T97,KQJ3,J98,AKQJ73,J852,-,KT7
741,4,84,J87654,QT,K84,632,A2,AJ654,Q72,JT5,KQ3,982,AJ53,AKQ97,T9,K73,T96
742,9,A9752,A,9765,J85,8,KQ87,AK82,KQ74,KQT63,JT9432,-,A6,J4,65,QJT43,T932
743,8,K83,5,T82,QT9872,QT94,AK63,KQJ,AJ,AJ75,QJ2,9765,K3,62,T9874,A43,654
744,7,AK75,KT74,J9,942,JT9,Q5,K752,QJ63,Q3,A9,AQT63,AT85,8642,J8632,84,K7
745,6,K9,5,AK7,KJ97432,AJT43,T987,93,86,652,AQ6432,4,AT5,Q87,KJ,QJT8652,Q
746,9,8,AJ865,82,AJT73,AJ954,Q93,KJT9,K,KQT632,KT74,Q76,-,7,2,A543,Q986542
747,6,KT52,2,AQJ82,J93,Q97,AJ7,K53,T542,6,KQ853,964,AK86,AJ843,T964,T7,Q7
748,2,T4,AJ9875,-,K8753,872,KT2,J3,QT964,J953,43,KQ9872,J,AKQ6,Q6,AT654,A2
749,3,4,AK532,K852,QJ6,98762,8,QJ964,T7,KQJ53,T4,T,K8532,AT,QJ976,A73,A94
750,5,J9432,KJT653,Q5,-,A75,-,KT872,A7652,8,A42,A9643,QT84,KQT6,Q987,J,KJ93
751,8,Q653,T732,92,A84,AJT,AK,J643,K752,972,QJ65,AKT,JT6,K84,984,Q875,Q93
752,5,T8,T,5432,AQT872,K632,Q654,KJ6,63,AJ954,A32,Q7,KJ9,Q7,KJ987,AT98,54
753,7,8,JT2,8652,KT984,AK7,76,A974,AJ73,JT943,KQ9854,J3,-,Q652,A3,KQT,Q652
754,5,T743,AJ7,T94,K86,AQ8,52,J832,QT97,KJ96,K864,K7,A53,52,QT93,AQ65,J42
755,7,J5,AJ9742,54,J86,AT94,K865,762,K9,K72,3,AT93,AT753,Q863,QT,KQJ8,Q42
756,7,AT6,954,T65,Q763,J43,AQJ,A82,AJT5,KQ987,K6,QJ4,K84,52,T8732,K973,92
757,9,Q53,A9,QJ75,K643,AKT874,43,A4,875,J96,KT65,T63,T92,2,QJ872,K982,AQJ
758,7,KJ873,AK,J764,62,4,J843,AQ52,KQJ3,T965,Q975,T3,AT7,AQ2,T62,K98,9854
759,6,T32,76,AKQT876,4,KJ865,82,92,K973,Q94,AQ95,4,J8652,A7,KJT43,J53,AQT
760,7,A953,J,K953,7432,KT6,AK65,J82,AT5,J842,Q3,76,KQJ96,Q7,T98742,AQT4,8
761,5,JT8,T75,Q6,AK752,A95,KQ98,53,J986,K7643,J43,9874,T,Q2,A62,AKJT2,Q43
762,7,K,AK6,AJT72,A973,42,Q98743,98,KT4,JT9763,JT,K53,J6,AQ85,52,Q64,Q852
763,2,Q432,Q6,QJ84,KJ4,T86,K974,65,8753,K75,AJ85,T932,96,AJ9,T32,AK7,AQT2
764,11,AKQ6,875,KJ4,J85,732,AK,9762,AQT2,854,63,AQ853,K64,JT9,QJT942,T,973
765,2,9,A753,42,K95432,J843,JT,9853,QT6,765,K8,KQJT6,J87,AKQT2,Q9642,A7,A
766,6,873,KJ95,62,K862,KT952,32,AQT8,JT,AQJ4,QT86,9,A543,6,A74,KJ7543,Q97
767,9,72,AKQT,A63,K862,T986,J93,J72,AJ3,J54,874,QT54,T95,AKQ3,652,K98,Q74
768,8,743,A985,J52,AT2,JT,KQ64,A84,KQ65,K82,JT2,K963,J93,AQ965,73,QT7,874
769,8,Q,QJ9743,KJT,KQ8,KJT63,T,862,AJ64,4,AK5,AQ543,T973,A98752,862,97,52
770,1,K862,-,7652,J8654,J5,QT87642,3,732,AT74,J95,KT98,KQ,Q93,AK3,AQJ4,AT9
771,9,AQT3,K2,QJT76,74,K8762,A86,K,K653,J4,95,985432,JT9,95,QJT743,A,AQ82
772,8,KQT9,Q9632,T4,T7,A7632,A5,93,AK86,84,T8,AQJ65,QJ94,J5,KJ74,K872,532
773,4,JT,Q83,AT9762,65,K642,AJ4,J4,9832,Q9753,9762,KQ,K7,A8,KT5,853,AQJT4
774,3,62,AK4,J6542,832,KJ9843,96,Q3,Q54,AT7,QT75,AT8,AK9,Q5,J832,K97,JT76
775,5,AK863,AK,J5,QJ97,T95,9765,732,T32,J42,QJ3,T94,A654,Q7,T842,AKQ86,K8
776,12,KQ93,J4,A64,KT86,AT2,K9,KJ87,AQ94,5,AQT76532,953,2,J8764,8,QT2,J753
777,13,Q7,AJ8,A543,AJ52,AK62,K2,KJ87,KQ9,J853,965,T2,T643,T94,QT743,Q96,87
778,6,A4,QT3,KQ96,K654,873,86,J8753,QJ2,JT65,AKJ752,A,T9,KQ92,94,T42,A873
779,4,KJT97,K3,AQ3,Q73,85432,J74,2,AJ64,6,Q95,J9864,KT92,AQ,AT862,KT75,85
780,5,J2,Q4,AT85,J9632,K864,AJ765,K9,T5,AQT93,983,762,Q8,75,KT2,QJ43,AK74
781,4,T92,3,AT974,QJ75,KQ54,T9872,3,A82,AJ6,KQ6,KQJ85,64,873,AJ54,62,KT93
782,3,K7,Q32,AKT83,J87,J98,T764,952,653,QT6532,KJ95,6,K2,A4,A8,QJ74,AQT94
783,3,AT975,K85,4,J953,QJ643,J92,J76,Q4,K8,A6,KT952,AKT6,2,QT743,AQ83,872
784,6,A982,Q42,A82,974,JT75,K83,KJT74,Q,KQ4,7,Q9653,J852,63,AJT965,-,AKT63
785,5,2,A864,KT84,AJ42,Q8763,93,J965,Q9,JT5,KJ,AQ32,K863,AK94,QT752,7,T75
786,8,J852,AKJ,964,Q76,K,9763,KQT32,AK8,AQT43,Q85,A5,942,976,T42,J87,JT53
787,9,T9864,A,AKJ4,AQ3,QJ3,QT54,32,KJ52,A752,K9762,T5,T4,K,J83,Q9876,9876
788,7,Q,J32,KQT74,KQ32,T76532,AKQT,5,T5,J8,985,A98,AJ876,AK94,764,J632,94
789,6,QJ3,Q832,T6,J873,KT98,954,AQ8,KT2,A52,KT76,742,A65,764,AJ,KJ953,Q94
790,10,T87,JT4,QT9,KJT8,KQJ,AQ9632,AJ5,2,43,5,K7632,Q9654,A9652,K87,84,A73
791,3,J5,JT9,JT53,Q743,K86432,Q854,K,K6,A97,A62,A962,J92,QT,K73,Q874,AT85
792,6,T93,AK75,952,QJ6,AKJ875,864,T6,A8,Q42,T9,AK3,KT974,6,QJ32,QJ874,532
793,10,75,K732,AK975,64,AJT92,Q9,64,AKJ8,KQ,A5,QJ832,T972,8643,JT864,T,Q53
794,4,K63,K62,KT74,863,JT872,83,96,KT74,Q54,AQ75,J82,QJ5,A9,JT94,AQ53,A92
795,4,A87,K32,8542,QJ7,K632,954,Q6,T532,QJ4,AT6,K973,A84,T95,QJ87,AJT,K96
796,6,75,AJ86,A3,AJT64,T3,-,J876,KQ98752,AKQJ984,T954,K9,-,62,KQ732,QT542,3
797,7,AQ984,K82,K73,86,K632,T5,T98,A542,T7,AJ43,QJ42,K97,J5,Q976,A65,QJT3
798,6,KT6,K976,Q9876,4,AQ5,AJ,T5432,Q76,92,T854,AKJ,AJ82,J8743,Q32,-,KT953
799,4,K52,985,J6,AJ753,J4,KQT72,T954,T8,QT9873,J43,AQ7,K,A6,A6,K832,Q9642
800,8,95,KJT72,KJ3,874,J87643,A83,9,AK3,QT2,Q96,A54,JT62,AK,54,QT8762,Q95
801,5,83,T7,K87652,AK3,KT97,Q5,AJ3,Q752,AJ2,J42,Q9,JT964,Q654,AK9863,T4,8
802,6,T,AKQT76,QJ87,54,AQJ7532,5,A42,J8,K864,98,K653,Q62,9,J432,T9,AKT973
803,5,-,Q9654,98752,A43,K963,J87,AK,J862,Q8742,AKT,QJ,K75,AJT5,32,T643,QT9
804,3,T43,AK63,J762,98,J92,J84,QT85,A75,AK85,QT972,K3,J6,Q76,5,A94,KQT432
805,6,K8,K865,KQJT9,A7,Q2,Q972,8754,Q52,A973,AT43,3,JT43,JT654,J,A62,K986
806,4,642,AQ2,QT9764,6,Q95,K543,K85,985,JT83,T986,-,AJT42,AK7,J7,AJ32,KQ73
807,6,75,KJT74,42,KJT4,KJ4,632,QT983,98,863,Q98,AKJ6,AQ6,AQT92,A5,75,7532
808,4,AKT5,73,QT9764,5,J9,T8654,-,KT9742,Q87632,J9,AK3,J6,4,AKQ2,J852,AQ83
809,4,9842,J98,AQ85,QT,J5,T764,K3,A9852,AQT63,AK53,-,KJ64,K7,Q2,JT97642,73
810,5,KJ94,9,KQJ876,92,QT32,A8752,3,QT7,A5,KQT3,T42,8643,876,J64,A95,AKJ5
811,2,JT7,QT,95,KT7643,865,A9763,J,AQJ5,KQ92,KJ84,A86,92,A43,52,KQT7432,8
812,7,A93,A7,K8,A97432,KT7,QT8643,76,65,Q,J92,AT9532,KQ8,J86542,K5,QJ4,JT
813,6,AKQ8,KT6,QT8,T63,543,QJ532,AJ43,8,J2,874,62,AK9542,T976,A9,K975,QJ7
814,9,AK6543,QT,9,K875,Q97,87632,AQT32,-,JT,AK95,84,AQJT3,82,J4,KJ765,9642
815,11,KQ4,9843,A83,AQ4,3,AQ7652,54,JT97,J9752,T,KQJ762,K,AT86,KJ,T9,86532
816,2,JT9642,A4,T7,985,73,KT96,Q5432,T6,KQ5,732,86,AQJ42,A8,QJ85,AKJ9,K73
817,6,K7543,9732,4,KJ8,Q,AJ854,AJ65,754,A86,K6,KQ9732,Q3,JT92,QT,T8,AT962
818,7,J73,KT6,J63,K865,KQ9,Q32,9872,AQJ,A8652,A8,QT4,T93,T4,J9754,AK5,742
819,7,K42,AT,K82,KJ875,A53,875,QJ753,94,QJT86,Q62,A4,Q63,97,KJ943,T96,AT2
820,3,AT76,87,A87432,6,854,962,K6,QT984,KQ,AKJT4,QJ95,73,J932,Q53,T,AKJ52
821,9,AKT,-,KJT4,QJT862,65,AT542,Q975,K5,J9,Q76,A632,A973,Q87432,KJ983,8,4
822,5,AQ765,AK,Q5432,3,J4,Q986,T7,K9764,K8,75432,A6,AQ52,T932,JT,KJ98,JT8
823,12,74,AQT8,KQT72,74,AKJ982,K5,J54,AQ,Q3,J96432,A9,T52,T65,7,863,KJ9863
824,4,A75,QT873,T8,J85,Q963,J94,K2,AQ96,KJT4,K5,A643,T32,82,A62,QJ975,K74
825,7,76,A953,763,KT62,AQT98532,KT,9,Q5,4,7642,AKQJ8,984,KJ,QJ8,T542,AJ73
826,3,QT,A94,K93,98652,J875,QT762,J652,-,963,K5,AQT87,AK3,AK42,J83,4,QJT74
827,11,AJT98,QT7,Q4,J96,Q52,K4,AK876,AQ5,K64,9653,93,KT43,73,AJ82,JT52,872
828,5,QJ8,J987,Q6,A975,T764,AT52,A9,Q63,A5,KQ63,J8742,K2,K932,4,KT53,JT84
829,7,K765,Q983,K84,A7,AQT2,K754,32,QJ8,J43,AJT,T96,K642,98,62,AQJ75,T953
830,5,AK64,J92,T843,A5,T9,QT54,J652,K96,QJ873,K,K,JT8432,52,A8763,AQ97,Q7
831,5,T9,K53,KJT5,QT86,AJ754,76,8732,74,-,AQ82,AQ64,KJ953,KQ8632,JT94,9,A2
832,6,JT962,KQT82,J9,5,Q7,AJ653,Q72,A96,A53,74,K863,8732,K84,9,AT54,KQJT4
833,7,J62,AKT9,AJ7,K43,73,J763,K9532,T5,KQT98,542,-,A9762,A54,Q8,QT864,QJ8
834,1,JT9543,J7,Q654,9,87,KQ9865,2,K653,A6,T432,K73,QT42,KQ2,A,AJT98,AJ87
835,4,QT64,98,T852,T52,7,AKT65,974,AJ96,KJ8,32,KQJ3,KQ74,A9532,QJ74,A6,83
836,1,K8642,J854,QJT8,-,T,QT932,K97632,K,7,AK76,5,AQT8632,AQJ953,-,A4,J9754
837,9,QJT963,7,AT652,A,AK84,6542,84,KT3,752,KQT8,KJ9,862,-,AJ93,Q73,QJ9754
838,5,KJ64,QT2,T7,Q753,A852,97,K,AKJT92,Q9,AJ4,AQJ863,64,T73,K8653,9542,8
839,6,KT94,QJ8,JT64,43,A7653,K42,953,A6,J82,T93,KQ72,T85,Q,A765,A8,KQJ972
840,6,QJ6,T9863,Q,K986,AT943,Q7,A52,AQT,K85,AK2,K96,7432,72,J54,JT8743,J5
841,6,8,AK9,AQJ4,AKJ93,T765,T642,763,74,AKQJ92,Q75,K5,52,43,J83,T982,QT86
842,3,AQT7,J63,A6,KJ92,J932,5,J754,Q643,6,AKQT972,Q92,A8,K854,84,KT83,T75
843,1,9742,J7632,T,A32,T6,KT8,J9743,J75,KQ5,AQ5,AQ85,QT4,AJ83,94,K62,K986
844,4,JT5,AQT95,9,AJT2,42,KJ3,T873,Q763,AKQ8,62,KJ542,K5,9763,874,AQ6,984
845,1,A643,K,JT962,Q83,T7,T874,Q83,6542,J8,QJ52,A754,JT7,KQ952,A963,K,AK9
846,6,AQ,JT,Q43,QT7654,JT9763,42,AK87,K,82,AQ63,T96,AJ32,K54,K9875,J52,98
847,5,J8,KJT5,QT853,32,T76,63,K642,AKQT,A9432,987,A97,85,KQ5,AQ42,J,J9764
848,5,Q5,T654,KJ984,Q8,T842,QJ,A52,K532,AJ963,9873,T,A74,K7,AK2,Q763,JT96
849,4,J96,6542,64,KQJ7,T87532,A,K2,A632,AQ4,7,AQT873,T85,K,KQJT983,J95,94
850,10,8764,AKJ96,Q,J64,AQ53,T875,AK,A73,2,32,J9543,KT852,KJT9,Q4,T8762,Q9
851,11,A964,AJ87,96,K54,KJ,QT952,KJ2,AJ6,QT73,K64,AT5,Q87,852,3,Q8743,T932
852,3,K632,3,Q43,AQJ95,AT,KJ,JT97,K6432,Q84,AQT98765,K2,-,J975,42,A865,T87
853,6,K843,AT4,Q3,QJT9,QJ6,9832,KJ5,753,AT52,J,AT972,A84,97,KQ765,864,K62
854,6,KT92,J5,JT95,A72,43,AQ9643,Q8,Q54,8,KT87,AK764,JT8,AQJ765,2,32,K963
855,8,QT74,AK4,T42,A95,AJ982,T76,86,KJ6,65,9832,A93,T874,K3,QJ5,KQJ75,Q32
856,2,K862,J9632,Q,Q73,QJ97,K74,542,J95,T4,AT85,JT987,KT,A53,Q,AK63,A8642
857,2,T543,A952,542,62,KJ976,J7,K,KT754,Q82,QT843,QJ7,AQ,A,K6,AT9863,J983
858,5,85,87,AJ92,T9765,QJT7,2,T43,AQJ42,AK6,T963,KQ765,3,9432,AKQJ54,8,K8
859,8,AK9,AKQT73,AQ4,9,75,-,875,JT875432,T3,J8642,KT32,AK,QJ8642,95,J96,Q6
860,2,86,T4,J87643,KJ9,T2,J986,KT,T6543,J9543,A75,Q5,AQ7,AKQ7,KQ32,A92,82
861,5,A87,Q9832,KT32,9,QT9,754,A4,AT862,J4,A6,QJ9765,QJ4,K6532,KJT,8,K753
862,2,T8,QJT84,82,T843,432,A76,JT5,A762,AQ976,K9,Q963,95,KJ5,532,AK74,KQJ
863,6,Q74,QT7,AK97,QT7,953,J53,53,AK652,AKT6,AK9842,JT,9,J82,6,Q8642,J843
864,10,AQ,KT832,JT7,A82,964,AQ6,K43,J973,KJT82,J5,865,T54,753,974,AQ92,KQ6
865,9,AJ742,KT84,K7,J5,65,A9,9542,AKQT4,KQT9,J7,A86,9762,83,Q6532,QJT3,83
866,10,A8752,752,AQ,A76,96,AKT3,K973,KQ9,KJT4,Q64,T864,32,Q3,J98,J52,JT854
867,7,K743,9732,-,AT942,QT8,AQT,AT93,863,A2,J84,KQJ875,KJ,J965,K65,642,Q75
868,5,84,AK,K9876,A852,K75,875432,T,T43,QJT63,9,A54,Q976,A92,QJT6,QJ32,KJ
869,3,T86,AJ2,KJ94,A52,975432,4,T6,8743,A,QT98765,875,J6,KQJ,K3,AQ32,KQT9
870,7,97,Q7,765,KQT742,JT842,A,QT84,A86,AK3,6432,AK93,J3,Q65,KJT985,J2,95
871,7,JT98,7,K98754,94,AK53,J8654,J,AK8,742,K93,AQ,JT652,Q6,AQT2,T632,Q73
872,0,KJT8643,Q53,J3,6,52,AKT98,986,T54,9,742,AK4,QJ8732,AQ7,J6,QT752,AK9
873,11,AKJ32,KQ94,T5,AK,T84,7,KQ9,QJ9854,976,A6532,A2,T72,Q5,JT8,J87643,63
874,2,Q72,8,842,T98732,JT9863,Q4,AKJ93,-,K,KJ762,QT65,AQ5,A54,AT953,7,KJ64
875,8,J7653,A82,AKJ3,A,T94,K,Q542,K8652,8,QT976,T97,QJT7,AKQ2,J543,86,943
876,4,Q7,AT754,KT2,QJ5,A53,Q92,J63,9763,JT964,J8,A854,A4,K82,K63,Q97,KT82
877,7,AJ5,42,873,AJ972,KQT873,86,KQT42,-,962,QJT53,AJ,K64,4,AK97,965,QT853
878,4,QT632,AJ,JT,KT84,J7,Q8763,Q64,J72,K98,KT952,97,Q63,A54,4,AK8532,A95
879,11,K32,7,T863,AK843,A4,AKJT843,Q94,T,Q9765,965,J5,Q76,JT8,Q2,AK72,J952
880,8,AK32,63,KJ752,J3,Q964,KJ9,3,AK874,J8,Q754,AT98,Q96,T75,AT82,Q64,T52
881,8,KT87,AK6542,T4,2,9,J9,KJ762,AK965,J432,T3,A53,8743,AQ65,Q87,Q98,QJT
882,9,A98742,AQ2,A7,97,K5,K,K8532,JT865,Q63,843,T64,KQ42,JT,JT9765,QJ9,A3
883,6,43,Q53,T753,T962,K86,AK8,KJ6,A843,A952,T,AQ984,KQ5,QJT7,J97642,2,J7
884,4,AJ9873,92,K4,KJ6,6,7653,853,A9432,KQT4,KQ,Q962,T87,52,AJT84,AJT7,Q5
885,6,KQ4,9,9743,AK642,52,Q3,AK852,J987,AT86,AKJT62,Q,Q5,J973,8754,JT6,T3
886,5,754,J82,AK8432,T,KQT9,QT6,9,Q9864,832,K9743,JT,A52,AJ6,A5,Q765,KJ73
887,5,JT9,J83,K852,832,KQ5,T7,AQT,QJ765,742,Q65,J76,AKT4,A863,AK942,943,9
888,4,JT65,AJ843,J,A76,K942,Q762,85,KQ5,3,-,AKQT9642,JT42,AQ87,KT95,73,983
889,6,9654,4,Q32,JT964,KQ3,KT82,J985,AK,AJT,Q7653,KT,832,872,AJ9,A764,Q75
890,1,987432,T3,J653,J,6,QJ9754,94,K964,AJ,A862,872,Q532,KQT5,K,AKQT,AT87
891,2,J87654,-,T82,Q975,-,KJ643,Q954,K832,K932,AQT975,63,4,AQT,82,AKJ7,AJT6
892,3,8752,AJ982,93,Q5,KT4,T6,AQ75,9842,AJ9,74,JT862,AJ3,Q63,KQ53,K4,KT76
893,3,532,JT53,97643,6,QJT6,KQ4,K2,9743,A94,762,A85,QJT2,K87,A98,QJT,AK85
894,4,T852,-,AQT82,J965,J9763,87,4,AK432,KQ,QJT95,K53,Q87,A4,AK6432,J976,T
895,6,9,T632,T86,QT987,AQ84,K4,KJ72,A62,KJ5,AQJ75,Q9,543,T7632,98,A543,KJ
896,4,KJT62,8754,T6,T2,75,AJ63,QJ874,A3,Q843,92,AK3,Q754,A9,KQT,952,KJ986
897,5,T53,J6,AJ86,Q864,K982,A2,KQ2,JT32,AQ6,KQ9843,T,A75,J74,T75,97543,K9
898,3,Q65,AJ643,Q64,82,A92,95,T9732,954,KJT4,K72,A5,AQJ3,873,QT8,KJ8,KT76
899,8,AT952,A87,2,A843,QJ8,J6,AT643,K62,764,KQ52,KQJ,QT9,K3,T943,9875,J75
900,6,-,54,AKJ8432,QT98,AJ95,AQT762,75,7,QT763,J983,-,K432,K842,K,QT96,AJ65
901,1,AT2,JT3,T2,QJT32,9743,984,J854,K8,85,K62,Q963,A975,KQJ6,AQ75,AK7,64
902,8,5,KT86,A82,KT983,KQ863,Q53,K74,A5,A7,AJ97,Q9653,76,JT942,42,JT,QJ42
903,8,984,T542,AT64,72,AQ6,KQ73,QJ5,KQJ,KT2,9,K98732,543,J753,AJ86,-,AT986
904,6,K,AQT982,A872,T8,9864,K765,95,KQ7,QJT732,J,JT63,43,A5,43,KQ4,AJ9652
905,6,J92,KJ8,Q7,KQ943,85,AQT,K98643,75,AKQ73,973,-,AJ862,T64,6542,AJT52,T
906,3,3,J962,QJ74,KJ74,AT2,AT754,862,Q8,KJ984,KQ3,T5,T63,Q765,8,AK93,A952
907,5,Q953,4,AKT6,AT62,T864,JT97,73,J94,AJ72,Q532,J952,3,K,AK86,Q84,KQ875
908,3,Q62,62,876,JT953,KT94,K53,KQT,762,AJ873,84,A54,A84,5,AQJT97,J932,KQ
909,9,AKJ5,KJ,Q9732,AT,Q97,AQ964,54,765,T8642,8,AK,KQJ84,3,T7532,JT86,932
910,6,KJ,AQ62,KQ,KJ952,T96,K975,732,843,A5432,J83,T8,A76,Q87,T4,AJ9654,QT
911,7,94,Q872,J875,A87,AKQ832,-,KQT,KT53,J6,KT965,A43,Q62,T75,AJ43,962,J94
912,8,3,J42,52,AQ86432,AJ976,85,A84,975,KQT842,Q93,QJT,K,5,AKT76,K9763,JT
913,4,862,T,KQ73,A7543,J7543,KJ3,T642,2,KT,AQ864,J9,Q986,AQ9,9752,A85,KJT
914,7,87,Q7543,Q3,A983,AKT,8,A9642,KJ74,Q94,KJT62,J75,52,J6532,A9,KT8,QT6
915,7,AT6,64,J983,AQT9,98543,J,AK7,KJ62,KQJ2,AQT982,Q62,-,7,K753,T54,87543
916,5,KT84,T75,986,872,A9752,AK83,4,KJ5,J,QJ,KQT7532,Q63,Q63,9642,AJ,AT94
917,5,8632,62,AKT6,AQ2,A95,JT8,J83,7543,QJT4,AK954,7,KJ6,K7,Q73,Q9542,T98
