Index,trx,ns,nh,nd,nc,ss,sh,sd,sc,es,eh,ed,ec,ws,wh,wd,wc
689,7,KT653,KJ,Q,KT542,AJ,T6,K87654,A93,98,AQ9753,A92,87,Q742,842,JT3,QJ6
690,5,653,KT3,AJT985,9,QJ742,J95,K32,53,98,A87642,-,K8764,AKT,Q,Q764,AQJT2
691,6,KT9,J87,QJ5,AT53,82,AK6532,742,87,AQ63,94,A963,Q62,J754,QT,KT8,KJ94
692,6,AQ54,AJT32,JT,T9,J9,KQ86,Q85,8542,8762,7,76432,J73,KT3,954,AK9,AKQ6
693,11,Q852,Q9,6,AK7642,K63,AKT76,AQ9,T5,AT974,J85,T32,QJ,J,432,KJ8754,983
694,2,QJ974,AKJ3,8,T84,T85,T65,T432,975,A6,987,KJ95,QJ62,K32,Q42,AQ76,AK3
695,5,AT92,K9865,-,KQ43,854,42,T653,A865,J763,AQ73,AQJ2,7,KQ,JT,K9874,JT92
696,4,74,QJ743,J5,K985,KJT852,6,Q87,A74,Q63,T9,A9432,JT3,A9,AK852,KT6,Q62
697,6,-,AQJ63,K98,QT985,QT64,T54,QT2,A63,A98732,82,J5,KJ4,KJ5,K97,A7643,72
698,7,962,5,AQJ63,AK63,T5,AQ8764,K752,9,A8,KJT92,84,JT74,KQJ743,3,T9,Q852
699,4,74,KJ92,KJ432,32,KQ852,QT8,976,QT,AT9,743,QT,J9864,J63,A65,A85,AK75
700,6,3,87532,A972,A87,KT972,K4,4,KQT65,85,AT9,T8653,943,AQJ64,QJ6,KQJ,J2
701,6,KJT85,A6,83,KQ43,A9643,7,QJ7654,T,7,8532,KT2,J7652,Q2,KQJT94,A9,A98
702,10,KQT543,J,A96,T97,A6,K652,742,AK64,9872,QT943,KQ,Q8,J,A87,JT853,J532
703,6,83,JT32,AT87,J86,AT92,A65,Q92,K73,K74,984,6543,Q92,QJ65,KQ7,KJ,AT54
704,10,AT,KQJ7,K96,AJT5,KQJ64,A653,T8,87,982,T82,Q732,Q62,753,94,AJ54,K943
705,4,J74,T94,KJ863,A2,A65,52,T75,QJ865,T98,QJ83,942,KT3,KQ32,AK76,AQ,974
706,6,AQ97,842,65,KQJ9,86543,AJT6,J4,A3,2,KQ75,Q87,T8742,KJT,93,AKT932,65
707,4,K2,T32,QT53,J754,Q96,Q86,KJ,AK832,AJ873,A754,9,QT9,T54,KJ9,A87642,6
708,4,J962,KQJ5,A94,K6,QT7,9862,J2,QT85,K,A73,KT87653,J4,A8543,T4,Q,A9732
709,6,T542,Q92,A93,872,-,J5,KQT754,AKJT4,KQJ6,AT873,82,95,A9873,K64,J6,Q63
710,9,QT76,AQ74,KQ,AQ8,J4,J5,T986,KJ943,8532,T863,753,T6,AK9,K92,AJ42,752
711,6,KQ43,T8,Q93,KQ92,75,KJ94,K4,JT763,AJ982,A763,J6,A5,T6,Q52,AT8752,84
712,10,J85,KJT8,Q42,JT4,AKT7,A3,K9,K8652,9642,76542,5,Q93,Q3,Q9,AJT8763,A7
713,3,K,Q987532,J9,QT7,T75,AKJT,AK5,952,AQ6,6,87643,A864,J98432,4,QT2,KJ3
714,4,T94,K654,Q642,A5,K7532,QJ2,T97,97,8,AT97,AJ85,QJT2,AQJ6,83,K3,K8643
715,8,AQT5,QJT,Q4,K974,J72,K43,KJT76,Q8,63,A9652,9853,A3,K984,87,A2,JT652
716,2,AT,J843,Q86,K975,J6542,KT5,5432,8,Q987,AQ,KT97,J42,K3,9762,AJ,AQT63
717,6,8743,652,KT4,K95,KT65,QJ4,Q3,AJ87,A9,KT873,AJ9,QT4,QJ2,A9,87652,632
718,7,QJ83,3,KJ4,QT764,752,T9876,A,AKJ9,AK96,AK542,876,2,T4,QJ,QT9532,853
719,4,7,J864,AQT,J6543,KQ9652,Q5,54,AQ9,J43,AT93,82,K872,AT8,K72,KJ9763,T
720,4,7432,53,KJ53,Q76,A6,Q974,T9,KT952,QJT95,KJ62,A8,J8,K8,AT8,Q7642,A43
721,9,AQJ3,4,A6,AJ9642,T92,A875,T83,KQ5,875,Q96,QJ7542,7,K64,KJT32,K9,T83
722,5,Q62,J5,J985,AQ96,AJ754,Q72,62,JT5,3,AT9863,AKQ74,2,KT98,K4,T3,K8743
723,7,AKQJT8,2,A42,874,9754,64,93,AQT63,63,QT98,KJ85,K95,2,AKJ753,QT76,J2
724,4,852,QT,Q62,QJ843,J9,A93,AJ9854,T7,AT643,K8752,-,K65,KQ7,J64,KT73,A92
725,5,62,K72,A76,QJ932,K94,853,QJT8,A75,QT73,QT4,K952,K8,AJ85,AJ96,43,T64
726,7,AQ6532,Q6,Q65,KJ,-,AK42,8732,AT764,JT94,J873,KJT,52,K87,T95,A94,Q983
727,4,AJT8,542,73,AJ97,K753,Q6,T6,KQT84,Q94,AK73,9852,63,62,JT98,AKQJ4,52
728,9,6,QT7652,QT5,K97,KQJT87,83,K,AQ84,A54,AK4,J732,T63,932,J9,A9864,J52
729,4,Q976,84,KJT4,653,AJ,Q763,62,Q9842,53,K95,A975,AJT7,KT842,AJT2,Q83,K
730,2,T93,QT976,T975,9,652,AJ84,A432,64,AQ84,K53,Q8,AJT3,KJ7,2,KJ6,KQ8752
731,4,T62,6,KT876,QT96,QJ5,KJ53,Q94,J74,A743,Q872,J,8532,K98,AT94,A532,AK
732,6,K865,J62,Q6,J753,AQ,9,AJ85,KQT984,9432,KT85,K943,A,JT7,AQ743,T72,62
733,11,AT5,Q5,AK8432,KJ,J82,AK98,J96,T92,K976,J74,Q7,AQ83,Q43,T632,T5,7654
734,8,5,KQ875,T743,QJT,A73,A3,AQ85,K975,J84,T942,962,642,KQT962,J6,KJ,A83
735,8,J82,K6542,-,KQJ42,K75,A9,KQJT3,A87,AQT63,QJT,4,T653,94,873,A987652,9
736,3,95,8642,A95,T754,AJ3,QJ75,QT87,82,62,AKT3,32,AK963,KQT874,9,KJ64,QJ
737,12,A876,AJ3,AK76,52,KQ,QT8752,2,KJT7,943,K,QJT93,9843,JT52,964,854,AQ6
738,3,K83,KQ8,AJT653,4,QT642,975,84,632,A9,AT632,Q97,Q87,J75,J4,K2,AKJT95
739,11,KQ543,53,J,KQJ98,A9,AJT42,KQT84,6,JT762,-,7652,AT32,8,KQ9876,A93,754
740,5,A2,T732,JT7,8753,KQJ7,985,A53,K94,T953,AKJ,964,A62,864,Q64,KQ82,QJT
741,7,K9762,A62,K76,97,QJ3,KJT97,95,A32,AT854,-,AQ4,KJ654,-,Q8543,JT832,QT8
742,5,AKJ6,A743,J73,A9,742,Q5,K9652,765,5,KJT86,A8,KJT82,QT983,92,QT4,Q43
743,8,AKQ3,Q7,A852,A64,T942,J643,K9,J97,65,A82,QJ64,KQ85,J87,KT95,T73,T32
744,2,KQ8,76,A98543,84,732,T83,762,T975,T95,AQJ52,QJ,KQJ,AJ64,K94,KT,A632
745,1,Q9,K9754,5,JT732,J85,T6,98762,K84,AK42,2,AKQJT3,65,T763,AQJ83,4,AQ9
746,0,A97,T96,8432,T76,432,8543,T6,Q942,QJ86,2,AJ975,KJ8,KT5,AKQJ7,KQ,A53
747,6,Q3,9764,JT93,J93,AKJ7642,T,84,AQ5,85,K853,AK75,K74,T9,AQJ2,Q62,T862
748,4,KT9,Q987643,Q7,7,AQ65,5,A6532,863,732,J2,J8,AKJ942,J84,AKT,KT94,QT5
749,9,Q94,KJT5,AQ6,AKT,T652,Q87,K93,632,A7,943,JT2,QJ854,KJ83,A62,8754,97
750,8,AQ862,962,J5,J53,J3,KJ74,AK42,QT4,K74,A3,QT976,AK9,T95,QT85,83,8762
751,2,K,T765,T975,Q972,J98,J843,KQJ642,-,T732,KQ9,A8,AJT5,AQ654,A2,3,K8643
752,2,A,AJ9875,QT4,542,9872,KT3,953,T96,T65,62,A6,AQJ873,KQJ43,Q4,KJ872,K
753,8,AQ7,K9843,K,AK86,J9542,5,A53,9432,-,JT762,T97642,75,KT863,AQ,QJ8,QJT
754,6,Q964,AJ,Q8,KT985,AJ87,K2,J7532,76,K32,T643,A64,A42,T5,Q9875,KT9,QJ3
755,9,QT7,AQJ,AK5,T542,KJ32,K753,8743,K,6,942,JT92,A8763,A9854,T86,Q6,QJ9
756,4,T6,AK85,9874,A95,J4,J63,Q52,Q8643,KQ752,974,T3,KT2,A983,QT2,AKJ6,J7
757,7,843,AQ98,97,KQT3,KT5,KJT76,K653,9,AQJ2,52,JT8,A865,976,43,AQ42,J742
758,1,632,T7532,T2,K65,85,K6,7543,J9742,AJ9,QJ9,KQ96,A83,KQT74,A84,AJ8,QT
759,5,A87,65,KJ853,732,Q432,KQ7,A64,985,KJ96,J843,2,KT64,T5,AT92,QT97,AQJ
760,8,AKJ9,J942,AK76,Q,Q742,Q65,43,AT65,653,KT7,QJ98,932,T8,A83,T52,KJ874
761,6,KJ86,AK8,K5,KQJ4,Q9532,62,T83,A62,AT7,4,J97642,985,4,QJT9753,AQ,T73
762,7,Q96,8,K85,AKT543,AKT85,J974,972,8,43,KQT53,AQJT6,2,J72,A62,43,QJ976
763,5,Q,AJ98,AT9874,54,T3,KQ6,J52,QJ876,A87642,3,K6,KT92,KJ95,T7542,Q3,A3
764,7,JT,AKJ963,J42,53,743,T754,A9,KJ64,AK92,Q2,QT87,Q98,Q865,8,K653,AT72
765,5,KJ74,J965,5,QT87,A983,T4,KJ2,5432,Q,73,AT98764,AJ6,T652,AKQ82,Q3,K9
766,6,AJ,T963,64,AQJ65,KQ9642,K8,K2,K87,753,QJ4,AJT975,T,T8,A752,Q83,9432
767,9,97532,AQ8,J6,AQ6,K,9,AK743,KJT854,AQJ8,KT32,Q982,9,T64,J7654,T5,732
768,6,AQ43,9653,763,T8,KJT5,AJ2,AJ98,Q9,9,84,T542,AK6432,8762,KQT7,KQ,J75
769,10,Q,AJ764,QT75,AJ2,AJT84,K983,A3,75,K9732,T2,KJ8,943,65,Q5,9642,KQT86
770,5,T6,AT7542,J4,KJ2,8542,J9,A92,A864,KJ93,8,8653,QT97,AQ7,KQ63,KQT7,53
771,1,AJ97,Q5,J72,JT84,KQT864,84,T98,97,3,AKT32,Q643,AQ5,52,J976,AK5,K632
772,13,AJ874,KQ3,62,A84,-,A95,AQJT73,KQT2,T95,J742,98,9653,KQ632,T86,K54,J7
773,3,Q,J9842,KQ2,T976,J8732,3,AT7,Q832,K65,A765,J6,KJ54,AT94,KQT,98543,A
774,6,J5,763,Q63,JT942,A6,QJ5,AKT95,Q63,Q872,T92,842,AK5,KT943,AK84,J7,87
775,4,9875,J62,4,QJ854,AQ,K97543,QJ96,T,KJ62,QT8,K7,K632,T43,A,AT8532,A97
776,10,J8,Q75,K52,K9763,AQ42,AJ42,A86,84,-,9863,QJT943,A52,KT97653,KT,7,QJT
777,8,QT4,JT65,KJ,J532,A,Q2,7432,AKQ764,KJ986,874,Q985,8,7532,AK93,AT6,T9
778,8,Q95,AJ754,-,KQ865,J72,K6,A9863,A73,K86,QT9832,T54,2,AT43,-,KQJ72,JT94
779,7,T72,T,A842,T8742,A4,AJ542,53,AQ93,J985,K873,QJT,K6,KQ63,Q96,K976,J5
780,3,J96,3,A852,KQJ52,T3,Q94,T76,98743,KQ52,JT875,K3,T6,A874,AK62,QJ94,A
781,3,K762,T632,9,T864,AQJT943,A874,8,Q,5,KQJ5,KQJ4,K972,8,9,AT76532,AJ53
782,4,KQJ73,J863,KT7,K,T9852,74,952,A92,A4,AKT95,Q86,QJ6,6,Q2,AJ43,T87543
783,6,J765,KQJ4,754,J3,K93,8732,AKQ,A84,QT84,T6,J9863,65,A2,A95,T2,KQT972
784,6,Q72,K2,K6,KT6543,KT986,9,943,AQJ2,AJ43,QT753,AQJ2,-,5,AJ864,T875,987
785,11,QJT54,KT9,QJ2,42,8,AQ873,AKT76,A9,K6,642,4,KQJT765,A9732,J5,9853,83
786,4,JT732,AJ,AK74,K7,94,T8543,T962,86,5,K92,Q853,AQJ52,AKQ86,Q76,J,T943
787,6,QJ95,AT98,AK65,7,K742,KQ7,Q83,J52,6,J62,J94,QT9843,AT83,543,T72,AK6
788,1,Q76,3,AQT987,K85,854,QJ965,6542,J,KJT9,A84,J,QT743,A32,KT72,K3,A962
789,6,QT3,874,AQ62,J85,KJ86,952,J4,KQ43,9752,AK,K983,962,A4,QJT63,T75,AT7
790,8,6,QJ754,J8732,J9,AKQT94,A,Q6,KQ72,3,K9863,AK54,A84,J8752,T2,T9,T653
791,9,KJ97,K643,Q2,Q73,Q53,AJT85,AJ8,J2,A642,Q9,T9,KT965,T8,72,K76543,A84
792,1,86,QJ53,T52,T642,J9753,T6,J43,QJ8,KQT,A94,AQ97,A73,A42,K872,K86,K95
793,1,T63,QJT32,AT95,T,852,975,763,Q732,AKQ94,864,J,AJ86,J7,AK,KQ842,K954
794,6,AQJT86,5,J2,K862,K4,T97,KT9875,QT,975,A863,63,A954,32,KQJ42,AQ4,J73
795,12,AKT86532,7,A3,K8,Q4,K85,J8,AQ7654,J97,QT42,KQ42,T3,-,AJ963,T9765,J92
796,7,K83,74,AKT4,A752,A654,QT8,Q65,QJ8,Q7,AJ932,872,T93,JT92,K65,J93,K64
797,10,AK83,A,984,K8642,QJ7652,K95,AQ6,3,4,T743,JT3,JT975,T9,QJ862,K752,AQ
798,1,Q74,J964,T,QJ632,JT9832,K87,Q52,8,A65,T532,A8763,5,K,AQ,KJ94,AKT974
799,7,AQJ,753,T86,K863,975,AQJT84,KQ53,-,T642,62,J72,Q954,K83,K9,A94,AJT72
800,6,953,J8,A853,AQ87,42,KT97,K972,JT9,AQJ6,52,JT64,654,KT87,AQ643,Q,K32
801,4,AT97,A97,QJ76,K3,8,QJ532,532,T865,QJ543,KT6,94,QJ9,K62,84,AKT8,A742
802,5,KT964,6,A854,K94,A,KQJ742,JT973,7,QJ8732,A9,-,QT653,5,T853,KQ62,AJ82
803,5,QJ53,J4,T73,JT72,K7,-,A854,AK96543,9864,Q985,KJ962,-,AT2,AKT7632,Q,Q8
804,6,AKJ3,Q5,AKJ9,T93,8762,87,8543,A85,T4,AKJT963,Q2,K6,Q95,42,T76,QJ742
805,9,AK,95432,543,JT2,T975,AJ,AQJ,AQ86,Q842,T7,K972,K74,J63,KQ86,T86,953
806,2,KJ,A73,QJT865,J7,T9754,54,A97,653,Q63,KQT,K4,KQ984,A82,J9862,32,AT2
807,6,KT82,K4,JT8,K943,A653,T97,765,AQ2,J4,QJ5,AK3,J8765,Q97,A8632,Q942,T
808,3,Q942,T83,8765,Q3,JT3,A975,T4,JT97,K86,42,QJ93,8642,A75,KQJ6,AK2,AK5
809,5,Q85,T64,865,JT82,AJ4,K972,QJ93,76,T7632,AQ,KT42,KQ,K9,J853,A7,A9543
810,6,JT85,4,AJ,K97543,Q964,AJ6,Q652,J2,72,T872,943,AQT6,AK3,KQ953,KT87,8
811,2,AKQT8532,7,QT,K2,74,Q843,54,JT876,9,KJT6,AKJ73,Q53,J6,A952,9862,A94
812,9,QT75,K982,AT743,-,AKJ96,65,9,AKT87,3,AQT743,Q5,Q953,842,J,KJ862,J642
813,6,A7,Q,8653,AKT954,KJ852,T42,AK9,32,Q63,KJ9876,T4,J7,T94,A53,QJ72,Q86
814,11,4,AJ6,KJ98754,AQ,AKJ82,T,Q2,JT985,T97653,82,63,K32,Q,KQ97543,AT,764
815,4,T9743,Q975,A93,9,J8,T,Q754,AQJT65,K5,J842,KJ8,K743,AQ62,AK63,T62,82
816,12,A762,KQ75,AT,K87,953,AJ,KQ74,AJT3,KJT4,8632,932,94,Q8,T94,J865,Q652
817,6,QJ,AK753,KT543,T,82,Q8642,J,A8643,A9753,J9,AQ7,Q75,KT64,T,9862,KJ92
818,5,J865,T72,KQT,K86,KQT4,Q43,84,T732,A972,K65,AJ932,Q,3,AJ98,765,AJ954
819,5,A6,8,QT7643,K843,J542,T7642,K8,A6,983,K95,2,QJT975,KQT7,AQJ3,AJ95,2
820,10,J8765,Q8,K2,AQT2,K,AKJ63,A653,765,A42,972,QT98,KJ8,QT93,T54,J74,943
821,4,T8763,42,AK92,KT,J95,JT863,86,J83,KQ4,AQ975,Q73,Q5,A2,K,JT54,A97642
822,6,KJ2,AT,865,QJ865,AQ965,J3,K9,T942,T87,Q954,AQT42,3,43,K8762,J73,AK7
823,10,4,AJ9,AK982,T852,KT7,KQ72,QT4,KJ6,Q932,8654,J76,93,AJ865,T3,53,AQ74
824,10,Q,KQJ8,QJ75,A873,A9873,7,AT984,KT,KJT,A543,63,J964,6542,T962,K2,Q52
825,6,J,KT6,864,K86532,AT87,J753,AQT2,J,9652,9,K953,AQT9,KQ43,AQ842,J7,74
826,5,954,J654,T9,T972,AT,97,6542,AKQ64,K762,Q832,AKJ8,5,QJ83,AKT,Q73,J83
827,7,AJ62,T82,QT4,984,9,AKQ9753,95,763,Q83,-,AKJ762,QT52,KT754,J64,83,AKJ
828,8,73,T532,AKQ62,J9,AKJ654,97,73,A85,T9,Q6,JT985,KT76,Q82,AKJ84,4,Q432
829,6,AQJ53,AJ86,874,6,-,T42,A53,AJT7432,T986,K75,KT96,Q9,K742,Q93,QJ2,K85
830,4,KQ752,Q84,AK4,32,JT964,K762,J82,8,83,AJ95,765,K974,A,T3,QT93,AQJT65
831,4,732,KQ32,Q5,7643,KQJ8,J9,A9,QJ852,A65,T5,KJ6432,A9,T94,A8764,T87,KT
832,7,954,K873,T83,AJ7,J,A9,AKQ952,T952,AK3,JT64,J6,K643,QT8762,Q52,74,Q8
833,9,AJ5,AJ4,J743,AKQ,972,62,AKQ6,T986,K3,KT87,852,J743,QT864,Q953,T9,52
834,5,J,QT98765,Q9,QT8,87653,4,AKJT8,76,AT42,AKJ,42,AK92,KQ9,32,7653,J543
835,3,J9752,J,AKQT87,2,K,KQ987532,32,J5,QT63,A,94,QT8764,A84,T64,J65,AK93
836,10,T54,53,J3,KJ8654,AQ2,AJ2,AQ7,Q973,K963,T74,T8642,2,J87,KQ986,K95,AT
837,7,T86,K,T94,QT6543,A743,A94,KJ65,K2,QJ2,87653,3,J987,K95,QJT2,AQ872,A
838,9,832,A965,KT,9642,AKQJ94,KQ,A32,J8,T75,42,Q8754,AT3,6,JT873,J96,KQ75
839,1,Q,J83,T984,KT652,T853,95,AK632,94,K9764,A7642,5,Q3,AJ2,KQT,QJ7,AJ87
840,10,JT6,KT,Q76,AQJ94,AK98,8752,A,KT82,Q42,AQ,KJ953,753,753,J9643,T842,6
841,3,AKQJ63,J5,53,652,T954,A982,74,QJ3,872,KQ764,Q,A987,-,T3,AKJT9862,KT4
842,7,T7532,QT7,QT2,96,KJ,92,KJ54,AKJT8,Q,AJ53,A8763,Q32,A9864,K864,9,754
843,10,854,AKQJ53,932,Q,AJ96,872,AQ84,A7,KQT7,94,J765,K95,32,T6,KT,JT86432
844,5,KQJ9,K9862,-,Q984,AT742,T75,954,K5,53,AQJ4,QT86,762,86,3,AKJ732,AJT3
845,9,Q84,AKQT9,Q54,A3,A632,4,K92,T8762,K97,7653,AT76,54,JT5,J82,J83,KQJ9
846,7,AQ63,KT97,K9,KQ4,KJT75,AQ865,T,T2,984,J,Q7642,A987,2,432,AJ853,J653
847,2,654,Q52,Q76,QT74,J2,KJ96,K5,K9863,AT7,AT84,T82,AJ2,KQ983,73,AJ943,5
848,12,A,AT972,AJ8,KQ93,KJ6,K85,73,AT842,T7,3,KQT96542,J6,Q985432,QJ64,-,75
849,6,Q843,KJT2,97,765,AK2,A3,QJ,AKQJT2,JT765,98765,A6,3,9,Q4,KT85432,984
850,9,74,AKQ32,A973,75,AT632,87,KJT,K92,Q5,T6,Q52,AQJT86,KJ98,J954,864,43
851,6,KQJ95,AT92,QT97,-,-,Q8643,J32,QJ832,A62,J5,A864,AKT5,T8743,K7,K5,9764
852,1,J7,QT764,T85,K53,86,853,KQ,Q87642,AKQ942,KJ9,93,A9,T53,A2,AJ7642,JT
853,0,Q53,987543,J4,Q8,J872,J,65,T97543,AK64,QT62,AT73,2,T9,AK,KQ982,AKJ6
854,5,984,Q986,62,QJ98,-,A543,AKQ954,A76,AKQJT653,KJ,83,2,72,T72,JT7,KT543
855,10,AKJ6,K73,6,T5432,975432,AT62,AJ,A,QT8,QJ95,QT2,Q98,-,84,K987543,KJ76
856,7,KJT732,62,2,AT94,A94,KT98,J83,K87,Q5,Q543,KT965,Q5,86,AJ7,AQ74,J632
857,6,KT,T8,AKJT942,AJ,QJ654,972,-,K9852,-,AKQ54,Q8653,763,A98732,J63,7,QT4
858,10,AT75,J7,AQT9,KJ4,KQ4,A852,863,A73,J63,KT943,J42,T6,982,Q6,K75,Q9852
859,13,AKJ9,A4,QJ97,A53,-,K96,AK862,KQ987,653,QJT753,5,T62,QT8742,82,T43,J4
860,4,T2,T73,T8,AQ7642,Q95,AK65,9652,T9,AJ64,Q92,AJ74,K5,K873,J84,KQ3,J83
861,8,AK,QT53,A87,QJ75,JT6,K92,KT62,863,Q982,764,QJ93,AT,7543,AJ8,54,K942
862,8,A4,KJ32,T4,K8732,J93,AQT4,KJ9,A54,QT752,9875,A76,9,K86,6,Q8532,QJT6
863,3,KT62,93,J74,J976,943,KJ4,Q952,843,Q85,865,KT8,AQT5,AJ7,AQT72,A63,K2
864,6,9875,Q2,J4,AK975,KQJ42,7,AQ97,J42,A,JT8654,T2,Q863,T63,AK93,K8653,T
865,7,QJT6,-,KQ632,8532,A5,Q5,AT95,AKQ74,9842,KJ6432,8,T6,K73,AT987,J74,J9
866,8,-,AQT63,J652,A632,KJT5,K54,A984,87,AQ94,92,KQ7,KJ94,87632,J87,T3,QT5
867,13,K5,98,QJ3,AKJ962,AQT864,AQ2,A7,Q5,-,J7543,T6542,T87,J9732,KT6,K98,43
868,4,T6,QT973,KT,KQ83,-,842,AQJ653,J952,KJ732,AJ65,7,A64,AQ9854,K,9842,T7
869,7,KQJ75,63,T73,A96,A6,A74,9,QT87432,984,QJ5,KQ652,KJ,T32,KT982,AJ84,5
870,7,KT942,J6,Q54,KT3,AJ8,AKT93,T,Q752,-,Q854,K9763,A984,Q7653,72,AJ82,J6
871,11,932,AQ97,KQ5,AK5,AKJT4,543,T74,72,Q,KJ86,AJ8,QJT96,8765,T2,9632,843
872,7,97,A9,KQ94,Q8742,KQ654,K53,AJ85,T,AJT32,T82,T2,KJ6,8,QJ764,763,A953
873,5,AJT62,K,K54,QJT4,8743,Q96,QT98,52,5,T5432,AJ62,AK3,KQ9,AJ87,73,9876
874,6,A95,8764,J6,AKT6,J873,AQT93,4,Q53,T62,KJ2,Q52,J872,KQ4,5,AKT9873,94
875,8,AKQJ5,943,J986,A,T9876,AQT86,2,54,-,J2,Q743,KQJ8763,432,K75,AKT5,T92
876,6,K,653,K6432,QT52,AQ7642,KJT2,-,J76,JT83,9874,T875,K,95,AQ,AQJ9,A9843
877,5,54,JT4,A864,T632,KQ72,A95,532,KJ5,A,K872,QJT97,Q74,JT9863,Q63,K,A98
878,3,-,9853,765,AKT854,A754,QT62,JT2,97,J9832,AK7,Q,Q632,KQT6,J4,AK9843,J
879,8,J54,KT6,J8,AK983,K6,Q85,KT973,JT5,AT92,J943,Q,Q762,Q873,A72,A6542,4
880,6,KJ73,KQJ4,9763,4,Q2,83,KQJ8,J8632,AT9654,A62,42,A7,8,T975,AT5,KQT95
881,8,J65,94,AQJ4,9876,Q9,AK85,K975,AQT,AT4,QJ,T632,KJ43,K8732,T7632,8,52
882,9,KT75,KQT4,Q952,5,A92,J6,A7,KJ8742,J8,9872,JT643,Q9,Q643,A53,K8,AT63
883,5,AQJ643,KQ5,7,Q75,K97,T63,T52,AJT8,T,742,KQ98643,94,852,AJ98,AJ,K632
884,4,862,J94,A8752,97,AQJT7,87,QJ94,Q6,K5,KQT6,K3,KJ543,943,A532,T6,AT82
885,8,KQ965,K52,972,Q2,A2,AJT,AJ,KJT865,J,8643,KQT83,743,T8743,Q97,654,A9
886,1,Q65,872,75,98762,82,AT96,K63,QT54,AJT4,KQ3,A42,AKJ,K973,J54,QJT98,3
887,6,T4,K9753,84,QT94,A96,T,AJ,AJ87532,Q87,A642,K96532,-,KJ532,QJ8,QT7,K6
888,12,AJ94,K843,Q8,AQJ,K,A96,AK643,T652,T652,JT75,J75,98,Q873,Q2,T92,K743
889,7,A3,KJ2,A964,AKQ5,KJ842,87,QT5,J43,QT75,65,KJ872,86,96,AQT943,3,T972
890,2,952,86,K642,KQ73,T73,T732,JT53,T5,Q864,KQJ9,Q9,A84,AKJ,A54,A87,J962
891,8,K852,A9,AJ97,K96,Q94,K2,KT632,T32,AJ3,T43,Q854,J87,T76,QJ8765,-,AQ54
892,1,KQ9862,QT2,65,T6,754,853,T842,K85,3,A74,KQJ3,QJ432,AJT,KJ96,A97,A97
893,6,A973,QJ3,K65,AKJ,6,KT76,J9743,984,KJT42,A9842,Q82,-,Q85,5,AT,QT76532
894,6,AQJ6,QJ95,A76,J9,T952,-,KJT9,T8643,83,T76432,84,AQ7,K74,AK8,Q532,K52
895,7,J6,AK8762,QJ95,8,AKQT85,J943,A3,2,-,QT5,T764,AQJ953,97432,-,K82,KT764
896,6,QT7,A85,Q7,AQ754,AK43,KQJ43,-,JT83,J2,92,KJ85432,62,9865,T76,AT96,K9
897,7,K9654,K854,A3,Q6,J,A62,K7654,KJ85,82,T93,QJ8,T9432,AQT73,QJ7,T92,A7
898,8,KT8,542,A62,KQ74,A32,AKQJT,T3,JT5,Q9765,9873,QJ5,9,J4,6,K9874,A8632
899,6,-,KQ975,AKT3,A763,J832,8,Q7652,K94,AQT975,T63,J8,T2,K64,AJ42,94,QJ85
900,5,KQJ543,94,5,KQJT,9,AKJ7,T82,65432,8762,Q832,97643,-,AT,T65,AKQJ,A987
901,8,AK52,J32,J75,KJ7,QT9763,AQ,T62,T6,J84,974,AK8,Q932,-,KT865,Q943,A854
902,7,K5,AKT,AKJ8532,6,Q862,7542,7,T852,973,J9863,QT,AKQ,AJT4,Q,964,J9743
903,12,Q73,AJ93,A986,K2,AJT96,K2,5,AJ653,52,Q7654,Q2,Q974,K84,T8,KJT743,T8
904,8,AT52,985,QJT8,A3,8,AQ62,973,KQJ62,QJ4,KJ4,AK542,T8,K9763,T73,6,9754
905,8,KQJ5,QJ76,JT4,KJ,T832,K3,A83,Q876,97,A952,Q962,A42,A64,T84,K75,T953
906,5,KT84,AK64,9,9832,97652,JT5,K64,K6,QJ,-,AJT87532,QT4,A3,Q98732,Q,AJ75
907,4,AJT94,K94,QT6,98,KQ5,JT865,J42,T3,876,7,AK753,KQ76,32,AQ32,98,AJ542
908,7,AQJ75,KT,K43,765,86,J54,J972,AQT4,9432,976,Q85,J93,KT,AQ832,AT6,K82
909,9,5,QT74,KQ98,QJ63,AKQJT4,J3,J62,A2,92,985,AT753,K98,8763,AK62,4,T754
910,11,AT73,652,KJ973,3,KQ5,AJ8,T2,AKJT8,96,K43,A865,7642,J842,QT97,Q4,Q95
911,2,53,K,KQT873,A643,JT97,72,92,QJ987,64,Q853,A654,KT5,AKQ82,AJT964,J,2
912,2,Q532,K642,K,9865,K8,Q87,74,QT7432,AT96,T95,AJ652,K,J74,AJ3,QT983,AJ
913,8,T,A9875,AQ743,T8,K53,K43,9,KQ9653,Q864,T62,JT8,742,AJ972,QJ,K652,AJ
914,1,52,T876,97,JT842,Q63,5,KQ642,K763,A87,J432,AJT,Q95,KJT94,AKQ9,853,A
915,4,QJT832,2,K4,Q764,5,83,QT972,AKT82,A4,AJ96,AJ63,J53,K976,KQT754,85,9
916,8,K3,AJ84,A74,Q843,AQ962,QT97,JT63,-,8,K6,Q985,AJT972,JT754,532,K2,K65
917,9,K8,AQJ85,KQ8,AQ5,JT7,K96,764,T742,AQ65,742,953,K83,9432,T3,AJT2,J96
918,6,KQ64,KJ75,AJT3,3,J975,63,K42,Q952,T832,A8,876,AJT4,A,QT942,Q95,K876
